temperature_2m,relative_humidity_2m,cloud_cover_high,cloud_cover_mid,cloud_cover_low,surface_pressure,wind_gusts_10m,wind_direction_10m,wind_speed_100m,soil_moisture_100_to_255cm,target
31.0,66,95,72,7,1005.4,36.7,283,20.7,0.367,1
31.5,62,66,80,13,1004.5,35.3,271,24.1,0.367,0
31.2,62,99,20,5,1004.3,36.4,273,20.9,0.367,0
30.8,65,100,15,8,1004.4,27.4,285,17.8,0.367,0
30.0,72,99,10,18,1005.2,20.2,257,13.4,0.367,0
28.9,77,95,2,3,1006.1,11.9,223,13.9,0.367,0
28.6,78,90,18,9,1006.8,7.9,242,13.6,0.367,0
28.4,77,95,9,1,1007.7,12.6,268,18.4,0.367,0
27.6,76,25,7,2,1008.2,13.7,267,17.7,0.367,0
27.3,76,15,11,2,1008.6,11.2,250,17.2,0.367,0
27.2,76,11,0,0,1007.9,16.9,253,22.0,0.367,0
26.9,78,1,5,1,1007.2,17.3,256,21.3,0.367,0
26.4,79,19,6,0,1006.5,16.2,260,20.7,0.367,0
26.1,80,16,8,0,1006.0,15.8,261,19.5,0.367,0
25.9,82,11,1,1,1005.7,14.8,268,18.7,0.367,0
25.7,83,24,14,0,1006.0,14.8,268,19.5,0.367,0
25.6,84,50,2,3,1006.4,15.5,272,19.6,0.367,0
26.1,84,58,9,6,1007.0,17.3,262,19.8,0.367,0
27.5,77,81,6,0,1007.4,19.4,266,14.1,0.367,0
29.1,72,11,0,0,1007.7,22.7,272,14.4,0.367,0
30.5,68,15,3,1,1007.7,25.6,280,15.4,0.367,0
31.8,62,8,9,8,1007.3,28.1,294,16.5,0.367,0
32.3,60,12,25,10,1006.5,27.4,308,15.9,0.367,0
32.5,62,13,13,28,1005.4,27.0,308,14.3,0.367,0
32.5,61,37,11,100,1003.6,26.6,302,10.7,0.367,0
31.5,66,85,17,6,1002.9,22.3,227,6.9,0.367,0
30.2,74,96,18,27,1002.7,28.1,189,16.7,0.367,1
26.4,89,100,100,74,1004.4,36.7,235,29.6,0.367,1
26.5,89,100,52,12,1004.4,34.6,258,16.3,0.367,1
26.0,90,100,42,1,1005.1,17.6,286,13.7,0.367,0
27.0,87,100,18,0,1005.3,10.4,311,14.0,0.367,1
26.6,88,100,30,11,1006.2,15.1,308,13.3,0.367,0
26.2,90,100,17,0,1007.1,16.2,344,14.5,0.367,0
26.0,92,100,25,15,1007.5,13.0,339,13.6,0.367,0
25.8,95,100,43,19,1007.3,13.3,18,14.1,0.367,1
25.6,96,100,9,4,1006.2,14.0,354,13.4,0.367,1
25.3,95,100,93,1,1006.0,11.9,135,3.9,0.367,1
25.5,94,100,36,0,1005.2,4.0,225,9.1,0.367,1
25.5,94,100,26,2,1005.1,9.0,312,12.8,0.367,0
25.4,94,100,1,1,1005.1,10.4,313,15.4,0.367,0
25.3,93,100,4,10,1005.6,14.8,297,18.7,0.367,0
25.2,94,100,52,98,1006.4,17.6,253,18.1,0.367,1
26.5,89,100,1,3,1007.0,16.2,297,11.4,0.367,0
28.0,81,100,5,19,1007.6,24.8,296,17.1,0.367,0
28.9,76,100,16,31,1007.8,27.0,310,14.6,0.367,0
29.3,75,26,18,17,1007.4,23.8,326,11.6,0.367,1
30.5,73,98,5,16,1006.5,22.3,329,7.9,0.367,0
31.5,68,99,12,90,1005.4,20.2,333,8.5,0.367,0
31.1,68,100,8,90,1003.8,20.2,348,8.5,0.367,0
29.7,74,100,14,60,1003.1,21.2,209,10.5,0.367,1
27.7,86,100,41,38,1003.0,25.6,178,11.5,0.367,1
28.6,80,100,16,9,1002.6,20.5,191,14.3,0.367,0
28.4,80,100,51,7,1003.7,20.2,204,15.0,0.367,0
26.1,90,99,97,62,1005.3,23.0,253,22.5,0.367,1
25.9,92,100,29,22,1005.5,22.3,270,11.3,0.367,1
25.7,94,97,65,19,1006.9,9.4,236,9.7,0.367,1
26.0,94,98,23,0,1007.6,6.5,297,5.8,0.367,1
25.4,96,96,4,3,1008.0,4.3,337,3.0,0.367,0
25.3,97,99,10,0,1007.5,6.1,346,4.3,0.367,0
25.0,98,99,2,6,1007.1,5.4,354,3.7,0.367,0
24.9,96,100,16,34,1006.7,5.0,14,3.4,0.367,0
25.3,95,100,11,98,1006.1,4.0,326,4.1,0.367,0
24.9,96,100,33,14,1005.9,8.6,342,4.0,0.367,0
25.1,95,100,8,12,1006.1,2.9,284,4.3,0.367,0
25.0,94,100,29,100,1006.9,5.4,307,6.7,0.367,0
25.0,94,100,32,24,1007.2,9.0,360,5.2,0.367,1
25.8,92,100,92,85,1008.5,11.9,209,8.6,0.367,1
26.6,87,100,96,50,1009.1,17.6,240,9.8,0.367,1
27.7,83,99,24,12,1009.0,20.5,248,12.0,0.367,0
29.2,76,100,28,20,1008.8,27.4,237,17.0,0.367,0
29.8,75,100,33,38,1008.1,29.5,227,16.1,0.367,0
29.8,75,100,36,96,1006.8,29.2,217,17.4,0.367,0
30.0,74,100,13,98,1005.4,30.2,210,16.7,0.367,0
29.2,76,100,31,31,1005.0,29.5,223,15.3,0.367,1
28.5,79,100,27,57,1004.6,30.6,213,22.0,0.367,1
28.0,82,100,31,61,1005.1,30.2,216,19.5,0.367,1
26.9,88,100,41,20,1005.5,27.0,238,22.1,0.367,1
26.2,91,100,65,20,1006.1,23.0,243,15.0,0.367,0
26.2,91,100,37,29,1006.5,9.4,197,8.6,0.367,1
26.4,92,100,54,42,1007.5,10.1,189,12.9,0.367,1
26.5,90,100,20,4,1008.0,16.6,201,17.4,0.367,1
26.3,92,100,29,3,1007.8,15.1,229,14.5,0.367,0
26.0,95,98,62,8,1007.5,10.4,246,10.9,0.367,0
26.0,95,100,100,4,1007.1,7.6,219,8.9,0.367,1
26.4,93,100,100,5,1006.6,12.6,239,16.7,0.367,1
25.9,92,100,98,4,1005.9,16.2,265,17.7,0.367,1
25.6,93,100,100,14,1006.2,14.8,264,14.7,0.367,1
25.5,93,100,90,15,1006.5,14.0,270,13.8,0.367,1
25.5,92,100,100,1,1006.4,9.7,242,13.0,0.367,0
25.8,91,100,100,3,1006.7,10.8,233,13.4,0.367,0
26.5,88,100,100,0,1007.9,9.7,219,9.7,0.367,1
26.6,89,100,99,0,1007.8,10.4,234,7.4,0.367,1
27.6,86,100,100,0,1007.7,13.0,238,7.5,0.367,1
27.7,87,100,81,1,1007.6,13.0,221,8.7,0.367,1
29.0,78,100,100,8,1006.6,20.5,227,11.7,0.367,1
29.2,76,93,83,29,1005.4,22.7,232,15.2,0.367,1
29.9,73,97,99,19,1004.1,32.0,240,16.9,0.367,0
29.9,73,98,62,16,1002.8,31.3,229,16.9,0.367,0
30.3,73,98,4,7,1002.4,30.2,215,14.6,0.367,0
29.0,78,99,65,13,1002.9,29.2,262,7.4,0.367,1
27.3,90,100,100,9,1003.9,20.2,36,5.9,0.367,1
26.8,94,100,100,0,1004.4,10.4,107,4.9,0.367,1
28.0,81,100,55,0,1005.3,9.0,220,13.3,0.367,0
28.0,76,100,36,0,1006.0,13.7,262,17.3,0.367,0
27.5,78,99,29,0,1006.6,12.2,246,15.4,0.367,0
27.0,82,100,93,0,1006.7,12.2,238,16.7,0.367,0
26.8,83,100,21,0,1006.5,14.0,243,17.7,0.367,0
26.3,82,100,0,0,1005.4,14.8,247,18.3,0.367,0
25.9,82,100,14,0,1005.0,15.1,247,19.3,0.367,0
25.7,82,100,7,0,1004.3,16.9,252,20.9,0.367,0
25.4,84,100,0,0,1004.1,17.3,259,19.6,0.367,0
25.1,85,100,0,0,1004.0,14.8,273,18.1,0.367,0
24.9,87,58,6,0,1004.5,12.6,273,18.0,0.367,0
25.8,85,4,21,1,1005.4,15.5,264,19.0,0.367,0
27.9,77,97,8,2,1005.7,14.8,259,10.7,0.367,0
29.2,72,100,11,0,1006.0,19.4,256,11.4,0.367,0
30.5,67,97,22,43,1006.1,23.0,261,14.9,0.367,0
31.2,64,5,30,24,1006.0,32.4,266,22.0,0.367,0
31.5,65,3,21,20,1005.7,36.0,256,21.4,0.367,1
32.0,65,14,9,5,1004.3,36.0,245,16.8,0.367,0
31.9,67,19,4,77,1002.6,36.4,235,15.4,0.367,0
30.1,73,63,15,86,1001.8,34.9,225,22.1,0.367,1
29.5,77,97,8,2,1001.6,36.4,258,16.2,0.367,1
29.1,79,89,6,2,1001.4,23.8,238,11.6,0.367,0
29.2,77,86,24,5,1002.3,17.6,251,14.1,0.367,0
28.2,82,99,60,0,1003.7,14.0,265,11.3,0.367,1
28.1,84,100,16,0,1004.1,7.6,273,11.4,0.367,0
28.1,79,100,18,0,1004.9,11.5,265,17.3,0.367,0
27.5,80,100,46,0,1005.5,14.0,254,19.1,0.367,0
27.2,81,100,13,0,1005.8,14.4,268,18.7,0.367,0
26.9,81,100,14,0,1005.1,14.0,270,19.9,0.367,0
26.6,81,73,9,0,1004.5,15.8,266,20.6,0.367,0
26.2,81,36,12,0,1003.7,18.0,258,22.7,0.367,0
26.0,80,78,27,0,1003.2,20.9,262,24.3,0.367,0
25.8,83,84,62,0,1003.4,20.2,272,18.4,0.367,0
25.5,85,48,100,0,1003.4,12.6,263,14.5,0.367,0
25.6,86,66,34,0,1004.0,15.1,268,19.1,0.367,0
26.1,86,100,50,0,1004.7,14.8,277,16.3,0.367,0
27.7,79,100,52,0,1005.7,9.4,292,7.6,0.367,0
29.3,74,100,20,2,1005.9,19.4,283,11.9,0.367,0
30.5,70,100,25,18,1005.7,36.0,277,15.2,0.367,0
31.0,70,100,10,20,1005.9,36.0,278,16.0,0.367,0
31.5,69,100,52,17,1005.4,37.1,271,18.0,0.367,0
31.6,69,100,78,100,1004.3,42.8,269,20.5,0.367,1
31.5,67,100,13,13,1002.6,43.2,264,24.9,0.367,1
30.5,73,100,20,100,1001.9,43.6,249,10.5,0.367,1
27.6,86,100,100,20,1003.0,23.4,268,14.2,0.367,1
27.6,88,100,28,2,1002.6,18.0,180,8.2,0.367,1
27.8,89,100,96,6,1003.5,10.8,166,8.4,0.367,0
27.6,87,100,50,2,1004.5,6.5,175,10.6,0.367,0
29.3,68,100,40,0,1004.7,22.3,279,25.7,0.367,0
28.1,75,100,76,2,1005.9,25.6,298,26.3,0.367,0
27.7,77,100,27,0,1006.3,24.8,299,15.8,0.367,0
27.7,79,100,8,3,1006.7,12.2,255,18.3,0.367,0
27.6,79,100,2,1,1006.3,17.6,250,22.3,0.367,0
27.3,80,100,4,0,1005.7,19.4,249,22.9,0.367,0
27.0,81,100,10,0,1005.6,20.2,247,22.5,0.367,0
26.8,82,100,15,2,1005.1,19.4,249,22.4,0.367,0
26.6,82,100,0,1,1004.5,19.8,255,23.0,0.367,0
26.2,83,10,12,3,1004.7,19.8,257,22.1,0.367,0
26.1,84,86,19,8,1005.4,18.0,253,19.9,0.367,0
26.9,82,56,0,1,1005.7,19.4,242,22.1,0.367,0
29.1,76,37,9,1,1006.6,18.0,231,13.3,0.367,0
30.2,69,39,2,23,1006.8,29.9,235,20.4,0.367,0
31.0,67,100,27,26,1006.7,32.0,242,21.3,0.367,0
31.3,64,100,47,21,1007.0,32.0,253,20.3,0.367,0
31.5,64,100,55,28,1006.5,32.4,250,22.1,0.366,1
31.6,64,100,30,18,1005.7,32.4,253,17.1,0.366,1
31.7,66,100,13,19,1004.5,30.2,247,12.6,0.366,0
30.6,70,100,53,33,1004.0,30.6,241,19.2,0.366,1
31.0,68,100,10,1,1003.8,28.1,229,10.3,0.366,0
30.8,70,100,10,4,1003.8,21.6,217,9.7,0.366,0
29.6,77,100,31,16,1004.7,15.5,197,16.2,0.366,0
28.6,79,100,17,3,1005.6,24.5,225,18.8,0.366,0
28.5,77,100,5,2,1006.0,15.8,225,19.7,0.366,0
28.6,70,100,14,4,1007.4,30.6,258,33.4,0.366,0
28.2,72,100,6,1,1008.0,32.0,253,28.5,0.366,0
28.0,73,100,9,0,1008.2,26.3,246,26.9,0.366,0
27.7,75,100,11,3,1007.9,24.5,245,24.3,0.366,0
27.4,77,100,6,2,1007.2,21.6,238,21.3,0.366,0
27.2,80,100,5,3,1006.8,18.4,230,21.7,0.366,0
27.2,81,100,13,14,1006.5,18.7,224,21.7,0.366,0
27.1,82,100,10,7,1006.5,18.4,232,19.9,0.366,0
26.8,84,100,7,4,1006.6,15.8,240,17.2,0.366,0
26.6,85,100,5,20,1006.9,12.6,234,15.8,0.366,0
27.6,84,100,0,0,1007.2,13.7,214,15.9,0.366,0
29.4,73,100,9,8,1008.1,22.7,210,16.8,0.366,0
30.0,71,100,19,21,1008.5,26.6,221,18.9,0.366,0
30.2,70,100,8,27,1008.4,29.5,232,21.0,0.366,0
30.5,69,100,7,46,1008.3,31.3,231,22.5,0.366,1
30.8,68,100,8,13,1007.8,32.8,227,21.4,0.366,0
31.5,65,100,32,9,1006.7,34.2,239,24.5,0.366,0
31.8,64,100,20,15,1005.3,38.2,238,23.9,0.366,1
32.1,62,100,11,69,1004.4,37.8,238,23.6,0.366,0
30.8,71,100,6,34,1004.1,36.4,240,19.0,0.366,1
30.4,73,100,21,8,1004.4,25.6,247,16.8,0.366,1
30.0,73,100,42,15,1005.4,19.1,238,20.1,0.366,0
29.2,72,100,37,17,1006.3,22.0,238,20.9,0.366,0
28.0,84,100,99,8,1007.1,8.6,184,12.7,0.366,0
28.4,81,100,39,6,1007.8,12.6,183,15.8,0.366,0
28.0,79,100,33,7,1008.1,16.6,229,20.7,0.366,0
27.5,81,100,32,2,1008.2,16.9,239,17.0,0.366,0
27.4,83,100,36,0,1007.7,11.9,233,16.8,0.366,0
27.4,84,100,35,2,1007.4,15.8,235,20.5,0.366,0
27.4,83,100,52,0,1006.7,17.3,229,20.9,0.366,0
27.4,81,100,51,3,1006.5,22.3,224,24.7,0.366,0
26.9,85,100,69,1,1006.2,29.9,212,23.7,0.366,0
26.6,87,100,72,1,1006.4,22.7,205,19.8,0.366,1
27.0,86,100,24,1,1006.4,17.3,201,20.0,0.366,0
27.6,84,100,7,5,1006.7,18.0,211,20.5,0.366,0
29.1,74,100,15,2,1007.6,22.7,213,17.4,0.366,0
29.5,72,100,8,36,1007.8,25.6,220,18.2,0.366,0
29.9,72,100,15,27,1007.8,28.8,218,20.0,0.366,0
30.2,70,100,17,19,1007.6,32.0,232,22.0,0.366,0
30.4,71,100,17,12,1006.9,37.1,222,19.6,0.366,0
30.7,70,100,11,9,1005.7,35.6,220,17.3,0.366,0
30.9,68,100,6,100,1004.3,33.5,199,16.0,0.366,1
29.1,79,100,18,29,1003.8,30.2,207,7.2,0.366,1
27.7,83,100,47,54,1004.2,27.4,217,20.5,0.366,1
27.8,84,100,5,5,1003.5,27.7,215,9.7,0.366,1
27.7,85,100,18,10,1004.3,13.7,176,9.1,0.366,0
27.3,88,100,9,8,1005.1,7.9,175,11.3,0.366,0
27.5,84,100,16,1,1006.4,9.0,216,15.8,0.366,0
28.0,80,100,5,2,1006.8,17.3,216,22.4,0.366,0
27.6,78,100,0,0,1007.0,20.9,238,24.8,0.366,0
27.0,79,100,1,0,1007.0,20.5,247,23.3,0.366,0
26.7,80,100,0,0,1006.6,18.7,236,20.8,0.366,0
26.5,81,100,0,0,1005.9,18.4,234,22.6,0.366,0
26.5,81,100,4,0,1005.4,19.1,242,22.4,0.366,0
26.4,82,100,0,0,1004.9,18.4,253,19.8,0.366,0
26.2,84,100,2,0,1004.7,15.5,256,16.9,0.366,0
26.0,86,85,4,0,1004.9,11.5,252,15.0,0.366,0
25.9,87,96,0,2,1005.4,9.0,248,15.3,0.366,0
27.0,85,100,4,5,1006.3,12.6,248,15.4,0.366,0
28.8,76,100,0,0,1006.6,19.8,227,15.8,0.366,0
29.6,73,100,0,0,1006.9,21.6,218,14.3,0.366,0
30.7,70,100,1,29,1006.8,25.6,229,16.6,0.366,0
31.2,68,97,17,22,1006.9,33.1,233,17.6,0.366,0
31.8,67,99,8,50,1005.9,33.5,224,16.8,0.366,0
31.5,69,96,3,100,1005.0,33.8,212,14.8,0.366,0
30.4,75,98,10,85,1003.9,32.4,173,14.2,0.366,1
29.9,77,100,42,3,1002.9,32.0,203,20.7,0.366,1
29.6,77,100,25,2,1003.0,32.4,221,20.9,0.366,0
29.2,77,100,40,24,1003.7,28.1,204,15.3,0.366,0
28.1,85,100,45,6,1004.7,21.2,177,10.8,0.366,1
27.8,87,100,10,1,1005.7,14.8,164,12.7,0.366,0
26.9,85,100,19,12,1006.5,26.3,189,13.9,0.366,0
26.5,87,100,24,25,1007.7,18.7,229,17.7,0.366,1
26.4,89,100,16,12,1007.8,16.2,264,11.4,0.366,0
26.1,90,100,5,2,1008.0,6.1,229,10.0,0.366,0
25.8,93,100,11,5,1007.6,7.2,234,9.4,0.366,0
26.0,93,100,32,3,1007.4,7.6,216,10.5,0.366,0
26.9,89,100,30,0,1006.7,7.9,231,12.0,0.366,0
26.6,91,100,21,0,1006.4,8.3,208,12.9,0.366,0
26.9,91,100,4,0,1006.1,10.1,201,14.0,0.366,0
26.5,91,100,20,3,1006.8,9.4,222,13.5,0.366,0
26.4,88,100,2,3,1006.9,15.5,262,19.6,0.366,0
26.1,87,100,2,0,1007.4,16.2,253,18.3,0.366,0
27.8,82,100,1,0,1008.1,14.8,252,13.0,0.366,0
29.3,75,100,4,0,1008.7,18.7,222,12.8,0.366,0
29.9,73,100,4,0,1008.6,20.9,218,12.8,0.366,0
30.4,71,100,2,10,1008.2,20.9,219,11.5,0.366,0
30.0,72,100,4,27,1007.6,24.5,211,13.9,0.366,1
29.2,77,99,10,31,1006.7,24.8,203,13.1,0.366,0
30.3,74,99,17,22,1004.8,23.8,202,15.2,0.366,0
30.4,72,93,6,41,1004.2,30.6,194,17.8,0.366,1
30.1,75,100,5,3,1004.4,30.2,200,17.0,0.366,1
29.5,77,100,9,11,1005.5,27.4,219,13.9,0.366,0
27.5,86,100,40,64,1007.0,23.4,250,20.5,0.366,1
26.5,93,100,15,7,1007.3,23.0,208,9.2,0.366,1
27.6,86,100,45,6,1007.8,15.5,286,10.3,0.366,0
27.0,88,100,26,1,1008.5,8.3,318,7.9,0.366,0
26.6,90,100,11,3,1009.0,7.6,360,6.1,0.366,0
26.5,90,99,7,3,1008.9,7.2,325,9.6,0.366,0
26.2,92,100,1,1,1008.4,7.2,322,9.3,0.366,0
26.2,91,95,5,0,1007.8,5.4,331,10.9,0.366,0
25.9,92,95,2,0,1007.3,7.2,302,13.5,0.366,0
26.0,90,1,1,0,1006.7,9.7,286,14.7,0.366,0
25.5,93,4,0,0,1006.6,10.4,277,14.9,0.366,0
25.0,96,52,1,0,1006.7,9.7,262,11.5,0.366,0
24.9,96,51,12,0,1007.5,7.6,202,7.9,0.366,0
26.6,91,78,12,0,1007.9,9.4,253,8.0,0.366,0
28.0,83,100,23,0,1009.0,11.9,261,5.9,0.366,0
29.0,79,82,2,4,1009.4,16.6,267,8.7,0.366,0
30.4,70,72,5,13,1009.3,21.6,280,12.4,0.366,0
31.2,67,43,3,9,1009.0,25.9,281,12.1,0.366,0
32.0,67,61,9,12,1008.0,25.6,265,9.4,0.366,0
32.3,67,44,6,99,1006.7,24.5,248,9.1,0.366,0
31.4,72,94,10,99,1005.3,26.3,205,11.9,0.366,1
29.4,80,100,20,26,1005.0,32.8,207,15.9,0.366,1
28.9,77,100,60,16,1005.0,32.8,207,22.6,0.366,1
28.5,78,100,45,44,1005.6,29.9,224,20.9,0.366,1
28.0,86,100,94,7,1006.4,25.2,256,13.7,0.366,0
27.5,89,100,100,0,1006.9,14.4,221,13.6,0.366,0
26.0,92,100,97,3,1008.4,10.4,300,5.0,0.366,1
26.4,92,100,96,2,1008.9,4.7,214,8.4,0.366,1
26.5,95,100,100,0,1009.6,5.0,270,6.9,0.366,0
26.7,94,100,100,1,1009.3,3.2,252,7.1,0.366,1
26.7,93,100,100,1,1008.7,4.7,225,9.4,0.366,1
26.8,93,100,100,0,1007.4,5.0,236,10.0,0.366,1
26.8,93,100,100,0,1006.9,6.1,216,10.1,0.366,1
26.8,94,100,100,0,1006.3,6.1,301,6.6,0.366,0
26.7,93,100,95,0,1006.1,5.0,337,5.0,0.366,1
